Mean Squared Error = 1.0005319681429627
UserID,MovieID,Pred_ratings
5,1485,4.085027726432532
5,1544,3.839215686274509
5,1777,3.9219653179190743
5,1997,4.017928286852589
5,2770,3.9527397260273966
5,4018,3.9862275449101787
5,4025,3.9606958762886593
5,4447,3.713375796178343
5,4718,4.056910569105692
5,5266,4.045989304812834
5,5995,3.7027027027027026
5,6373,3.8305351521511017
5,8376,3.8279036827195467
5,30749,3.930541871921182
5,33679,3.717536813922356
6,173,1.3093023255813947
6,1687,2.749999999999999
6,2019,4.134177215189874
6,2072,2.1812933025404146
6,2528,3.281800391389433
6,2723,2.6282327586206895
6,3300,3.456628477905074
6,4641,3.673667205169629
6,4975,2.9446564885496187
7,260,4.023312883435582
7,316,2.937050359712231
7,377,3.242990654205607
7,380,3.674778761061946
7,480,3.343511450381679
7,589,4.179261862917399
7,1036,3.7651296829971184
7,1129,3.5014619883040936
7,1198,4.0758241758241756
7,1240,3.9447852760736204
7,1275,3.6805054151624548
7,1371,3.7292870905587665
7,1372,3.0364109232769825
7,1373,2.752049180327869
7,1374,3.479538300104932
7,1375,3.045184304399524
7,1376,2.8079207920792078
7,1408,3.3129584352078236
8,32,4.222435897435898
8,110,4.28450704225352
8,1219,3.9279045643153525
8,1225,4.1557377049180335
8,1258,4.1382978723404245
8,1358,3.784101174345077
8,1704,4.113936927772125
8,1961,4.265750286368844
8,2028,3.968992248062015
8,2329,3.9740184757505763
8,2791,3.8742897727272734
8,2804,3.8329519450800906
8,2918,4.332527206771463
8,3996,4.0451348182883935
8,5650,3.5723327305605785
8,8873,3.942927170868347
8,8874,3.6488212180746564
8,33166,4.165665236051502
8,40583,3.5680587780355766
8,40819,3.8522821576763477
8,42007,3.891304347826087
8,43556,3.891304347826087
8,43871,3.6875
8,44004,3.678483099752679
9,1177,3.498002663115845
9,1721,3.85
9,2125,4.166468489892985
9,2140,3.6813186813186825
9,2391,4.299589603283173
9,2427,3.079812206572771
9,2490,3.8085937500000004
9,2539,3.5537848605577693
9,2857,3.691788526434196
10,592,3.114519427402864
10,1101,3.1107491856677516
10,1127,4.063366336633662
10,1210,3.9917763157894735
10,1220,3.7970297029702973
10,1240,3.990980834272829
10,1291,3.992462311557789
10,2406,2.954732510288067
10,2410,3.2025
10,3019,4.111933395004625
11,50,4.2140718562874255
11,778,4.175879396984925
11,923,4.192495126705652
11,1027,4.1827272727272735
11,1408,3.6763942931258122
11,2762,4.4827160493827165
11,5669,3.992639842983316
11,26614,4.768240343347641
12,253,2.8301886792452833
12,673,3.0739762219286666
12,736,2.9145802650957284
12,737,0.0
12,1032,2.768202080237741
12,2460,2.3192338387869116
12,2668,2.643384822028207
12,3146,2.750234741784037
12,3176,2.413398692810457
12,3324,1.3825136612021862
12,3770,2.6
12,3773,0.21481481481481557
12,3780,2.8333333333333335
13,47,3.994729907773386
13,296,3.9793632075471703
13,527,4.068773234200743
13,587,3.7222222222222228
13,919,3.9588652482269495
13,1265,3.88510101010101
13,2571,4.002712477396022
13,4886,3.996825396825397
13,4993,3.892597968069665
13,58559,4.117768595041322
13,64614,3.63641245972073
14,2394,2.6138328530259365
14,2724,2.9685714285714284
14,3114,0.0
14,3157,2.583333333333333
15,371,2.71875
15,372,2.3125
15,429,2.28125
15,520,2.53125
15,913,2.6875
15,1100,2.15625
15,1183,2.34375
15,1283,2.875
15,1289,2.21875
15,1385,2.625
15,1502,2.71875
15,1689,2.75
15,1752,2.71875
15,1754,2.9375
15,1792,2.71875
15,1816,3.25
15,1836,2.9375
15,1862,2.375
15,1895,2.71875
15,2025,2.1875
15,2269,2.15625
15,2282,2.6875
15,2334,2.875
15,2387,2.40625
15,2406,2.5625
15,2413,2.21875
15,2539,2.34375
15,2568,2.6875
15,2717,2.15625
15,2718,2.25
15,2976,2.4375
15,3146,2.5625
15,3285,2.6875
15,3316,2.625
15,3476,2.5
15,3484,2.34375
15,3552,2.375
15,3577,2.7224264705882355
15,3707,2.0
15,3728,2.78125
15,3755,2.5625
15,3968,3.09375
15,4007,2.15625
15,4019,2.09375
15,4388,2.15625
15,4642,3.1875
15,4823,2.03125
15,4914,2.6875
15,4958,2.8125
15,4992,2.3125
15,5000,2.7224264705882355
15,5110,2.75
15,5171,2.3125
15,5291,2.84375
15,5296,2.4375
15,5299,2.4375
15,5308,2.71875
15,5346,2.75
15,5364,2.71875
15,5620,2.53125
15,5816,2.71875
15,5959,2.65625
15,6037,2.7224264705882355
15,6059,2.46875
15,6155,2.34375
15,6157,2.40625
15,6188,2.71875
15,6283,2.9375
15,6287,2.71875
15,6433,3.125
15,6586,3.125
15,6754,2.65625
15,6773,2.34375
15,6879,2.03125
15,6885,2.7224264705882355
15,6944,2.59375
15,7010,2.6875
15,7034,2.6875
15,7173,1.9375
15,7325,2.34375
15,7346,2.28125
15,7444,2.40625
15,7445,2.6875
15,7451,3.0
15,8264,2.5
15,8464,2.78125
15,8531,2.7224264705882355
15,8781,3.03125
15,8917,2.5625
15,26587,2.3125
15,30812,2.53125
15,30825,2.375
15,34150,1.875
15,36529,2.59375
15,37386,2.375
15,37741,2.1875
15,40583,2.40625
15,40815,2.8125
15,44004,2.09375
15,44555,2.71875
15,44788,3.0625
15,45447,2.34375
15,45517,2.59375
15,45672,1.96875
15,45720,2.46875
15,45722,2.6875
15,45728,2.375
15,46970,2.78125
15,47999,2.125
15,48043,2.71875
15,49286,2.59375
15,50851,2.59375
15,52604,2.78125
15,53322,2.53125
15,53464,2.53125
15,54001,3.0625
15,54272,2.5
15,55247,2.96875
15,55442,2.5
15,55830,2.4375
15,56174,2.6875
15,56563,2.7224264705882355
15,56775,2.28125
15,56782,2.4375
15,57368,2.90625
15,59126,2.84375
15,60074,2.5625
15,62434,2.6875
15,64839,2.875
15,64957,2.78125
15,65802,2.75
15,66203,2.40625
15,66596,2.7224264705882355
15,67087,2.90625
15,68324,2.7224264705882355
15,69436,2.7224264705882355
15,69524,1.90625
15,70862,3.0905567300916137
15,71264,2.40625
15,71282,2.8125
15,71462,2.46875
15,71535,2.71875
15,71838,1.90625
15,76077,2.25
15,78209,2.84375
15,78574,2.78125
15,79185,2.28125
15,79242,2.59375
15,80126,2.0625
15,80862,2.34375
15,81834,2.6875
15,82854,2.28125
15,83827,2.7224264705882355
15,84374,2.28125
15,86833,3.25
15,86882,2.9375
15,86898,2.7224264705882355
15,86911,2.03125
15,87222,2.65625
15,87485,2.40625
15,87869,2.53125
15,87930,2.7224264705882355
15,88125,2.875
15,89470,2.59375
15,90870,2.7224264705882355
15,92420,2.8125
15,93721,2.75
15,95199,2.7224264705882355
15,96737,2.875
15,97913,2.9375
15,97938,3.0625
15,98122,2.875
15,98154,2.8125
15,98809,2.84375
15,99007,1.90625
15,99112,2.5625
15,99114,2.90625
15,100083,2.7224264705882355
15,100383,3.1875
15,100581,2.7224264705882355
15,101112,2.6875
15,101362,2.34375
15,101864,2.9375
15,102123,2.53125
15,102125,2.5625
15,102880,2.5625
15,102903,2.4375
15,103249,2.46875
15,103253,2.28125
15,103372,2.7224264705882355
15,103810,2.40625
15,104211,2.7224264705882355
15,104241,2.875
15,104272,2.7224264705882355
15,105504,2.96875
15,106072,2.0625
15,106782,2.78125
15,106916,2.65625
15,106920,2.625
15,107348,2.21875
15,107406,2.8125
15,107910,2.7224264705882355
15,108188,2.6875
15,108190,2.84375
15,108689,2.7224264705882355
15,108729,1.59375
15,108932,2.53125
15,108945,2.625
15,109187,3.03125
15,109374,2.9375
15,109487,2.53125
15,109673,2.46875
15,109687,2.7224264705882355
15,109848,2.71875
15,110102,2.09375
15,110127,2.0625
15,110553,2.6875
15,110730,2.0
15,110771,2.7224264705882355
15,111228,2.7224264705882355
15,111360,2.46875
15,111362,2.9375
15,111364,2.28125
15,111443,2.6875
15,111622,3.03125
15,111759,2.9375
15,111781,2.46875
15,112138,2.875
15,112171,2.59375
15,112183,2.78125
15,112370,2.1875
15,112552,2.625
15,112556,2.59375
15,112623,2.6875
15,112788,2.7224264705882355
15,112852,3.125
15,112940,2.7224264705882355
15,113345,2.5
15,113348,2.1875
15,113378,3.625
15,113741,2.5
15,114180,2.59375
15,114635,2.875
15,115149,2.40625
15,115502,2.7224264705882355
15,115569,2.96875
15,115617,2.40625
15,115713,2.625
15,116161,2.875
15,116797,2.84375
15,116799,2.7224264705882355
15,116823,2.21875
15,116897,2.625
15,117176,2.875
15,117529,1.875
15,117533,2.46875
15,118696,2.5
15,119141,1.875
15,119145,2.34375
15,120466,2.5
15,120799,2.28125
15,121171,2.7224264705882355
15,121231,2.75
15,122882,2.46875
15,122886,2.59375
15,122890,2.7224264705882355
15,122892,1.84375
15,122900,1.875
15,122902,2.0625
15,122904,2.375
15,122920,2.40625
15,122924,2.5
15,127136,2.7224264705882355
15,128360,3.03125
15,129937,2.7224264705882355
15,130452,2.7224264705882355
15,130490,2.8125
15,130576,2.7224264705882355
15,130634,2.1875
15,131013,2.21875
15,132046,2.4375
15,132480,2.7224264705882355
15,132796,1.8125
15,132961,2.7224264705882355
15,134130,2.875
15,134368,2.71875
15,134393,2.8
15,134853,2.59375
15,135133,2.625
15,135436,2.8125
15,135567,2.7224264705882355
15,135569,2.7224264705882355
15,136020,2.1875
15,136562,2.5
15,136864,2.1875
15,137337,2.7224264705882355
15,137857,2.9375
15,138036,3.0625
15,139385,2.71875
15,139644,2.5625
15,139757,2.875
15,139855,2.7224264705882355
15,140110,2.875
15,140174,2.71875
15,140267,3.375
15,140711,2.8
15,140928,2.7224264705882355
15,142488,2.21875
15,142507,2.7224264705882355
15,143385,2.9375
15,145839,2.7224264705882355
15,145935,2.8125
15,146656,2.875
15,148626,2.875
15,149352,2.8
15,149354,2.5
15,149406,2.84375
15,152057,2.7224264705882355
15,152077,3.59375
15,152079,2.7224264705882355
15,152081,1.90625
15,155820,2.7224264705882355
15,156607,2.3125
15,156609,2.7224264705882355
15,157200,2.7224264705882355
15,157296,2.8125
15,157667,2.7224264705882355
15,158238,2.7224264705882355
15,158528,2.7224264705882355
15,159093,2.7224264705882355
15,159690,2.7224264705882355
15,159755,2.7224264705882355
15,159858,2.7224264705882355
15,159972,2.7224264705882355
15,160080,2.7224264705882355
15,160271,2.7224264705882355
15,160563,2.8125
15,160565,2.7224264705882355
15,160567,2.7224264705882355
15,161155,2.7224264705882355
16,50,4.35167910447761
16,318,3.9681647940074916
16,527,4.008797653958945
16,1961,4.430147058823529
16,4995,3.440639269406393
16,6016,4.1997282608695645
17,260,3.602724594992636
17,482,2.96875
17,714,3.78125
17,931,4.28125
17,1077,3.553943217665615
17,1218,3.6875
17,1240,3.575558475689882
17,1298,4.21875
17,1570,3.825862068965517
17,1674,3.875
17,2110,3.53125
17,2117,3.3125
17,2159,4.15625
17,2204,3.90625
17,2232,4.0625
17,2677,3.5
17,2707,3.873591989987484
17,2726,3.6875
17,3018,3.6875
17,3267,3.875
17,4210,3.34375
17,4552,3.96875
17,4645,3.825862068965517
17,4725,3.825862068965517
17,4975,3.875
17,5054,4.09375
17,5072,4.0
17,5105,4.09375
17,5254,4.03125
17,5266,3.9603381014304295
17,5316,3.6875
17,5388,4.256909547738693
17,5630,4.21875
17,5686,3.59375
17,5903,4.15625
17,5949,3.825862068965517
17,6059,4.46875
17,6140,3.90625
17,6197,3.90625
17,6214,3.78125
17,6281,4.248269351793581
17,6322,5.0
17,6323,4.0
17,6530,3.8125
17,6538,3.90625
17,6584,3.3125
17,6666,3.8125
17,6790,3.9375
17,6975,3.84375
17,6979,4.082747603833866
17,7003,3.65625
17,7044,3.53125
17,7068,3.5
17,7123,3.8125
17,7163,3.6875
17,7371,3.28125
17,7445,3.803225806451613
17,7771,4.5
17,7827,4.21875
17,7991,4.34375
17,8195,3.40625
17,8477,3.84375
17,8644,3.756680731364276
17,8781,4.0
17,8865,3.625
17,8928,3.825862068965517
17,27604,4.5
17,27788,3.75
17,31952,3.825862068965517
17,33004,3.9082480818414322
17,33615,3.84375
17,33683,3.90625
17,34048,3.914303717706364
18,81,2.7683109118086695
18,85,3.2186335403726707
18,86,3.2632493483927014
18,92,3.5421530479896237
18,640,2.84984984984985
18,748,2.7575757575757582
18,765,2.951237263464338
18,785,3.025510204081633
18,818,2.90027700831025
18,849,2.922574626865672
18,880,2.959114139693356
19,2,3.4968434343434343
19,3,3.3717277486910993
19,23,3.8125
19,48,3.542201215395003
19,64,3.25
19,110,3.625308134757601
19,122,3.875
19,145,3.5
19,153,3.325355272999252
19,160,3.406803685329553
19,166,3.6875
19,172,3.1875
19,179,3.4375
19,196,3.625
19,208,3.120094191522763
19,209,3.5
19,231,3.429056347589953
19,249,3.625
19,261,3.1875
19,266,3.4265822784810127
19,276,3.625
19,292,3.2756714060031595
19,293,3.945910290237467
19,316,3.050711743772241
19,318,3.6917755572636435
19,333,3.4947643979057594
19,337,3.3076923076923075
19,339,3.6560509554140133
19,344,3.1951417004048572
19,349,3.380321004884857
19,350,3.565326633165829
19,357,3.3498817966903074
19,364,3.511961722488038
19,367,3.5068027210884356
19,379,3.625
19,383,3.875
19,407,3.5625
19,423,3.6875
19,429,3.375
19,434,3.424516129032258
19,445,3.5
19,450,3.5625
19,451,3.4375
19,454,3.752786885245901
19,464,3.625
19,465,3.25
19,468,3.8125
19,479,3.5625
19,491,3.625
19,500,3.7993730407523514
19,504,3.4375
19,509,3.49706457925636
19,513,3.6875
19,519,3.3125
19,520,3.625
19,547,3.375
19,580,3.6775147928994083
19,586,3.280144404332131
19,588,3.4378654970760234
19,595,3.7531227038941943
19,597,3.2974137931034484
19,674,3.3125
19,724,3.75
19,891,3.25
19,966,3.6775147928994083
19,982,3.5625
19,1013,3.364779874213837
19,1022,3.875888817065288
19,1082,3.0625
19,1088,3.325533379215417
19,1091,3.75
19,1126,3.3125
19,1127,3.4301712779973648
19,1320,3.6875
19,1327,3.375
19,1332,3.4375
19,1334,3.75
19,1336,4.0625
19,1371,3.375469336670838
19,1373,3.5
19,1377,3.375469336670838
19,1381,3.8125
19,1382,3.75
19,1388,3.5
19,1389,3.0
20,34,3.3107976653696496
20,231,3.3580246913580245
20,367,3.2429667519181598
20,497,3.081285444234405
20,500,3.9361936193619362
20,597,3.5089418777943373
20,1097,3.632407407407407
20,1247,3.127459749552773
20,1269,3.4822966507177036
20,1293,3.5464256368118323
20,1580,4.247422680412372
20,2690,3.504449007529089
20,2762,3.2978817299205656
20,2908,3.4358311800172263
20,3406,3.4375
20,6385,3.120305980528512
20,38038,2.8954716981132074
20,54259,3.346573208722741
20,59784,3.638810198300283
20,64285,3.28125
21,288,3.0213089802130897
21,379,3.8119601328903654
21,393,3.117903930131003
21,918,3.224598930481284
21,945,3.7201438848920856
21,948,3.513013698630137
21,952,3.1367924528301887
21,1031,3.3474762253108996
21,1088,3.2932745314222713
21,1091,3.2394230769230767
21,1124,3.503237742830712
21,1127,3.3372859025032926
21,1135,3.397344228804904
21,1173,3.115771812080537
21,1206,3.395939086294416
21,1246,3.5996533795493946
21,1295,3.5
21,1298,3.684210526315788
21,1320,2.998872604284104
21,1327,3.279211956521739
21,1334,3.1087151841868828
21,1345,3.746253746253746
21,1346,3.4571209800918834
21,1350,3.3570038910505837
21,1370,3.6423841059602644
21,1371,3.549488054607508
21,1372,3.1402142161635833
21,1373,3.4195688225538965
21,1375,2.9789227166276353
21,1380,3.7054054054054046
21,1388,3.144473455178416
21,1395,3.410432395332876
21,1427,5.0
22,163,3.284237726098191
22,208,2.9674311926605497
22,355,3.4877483443708597
22,485,2.8690068493150678
22,586,3.0292908530318594
22,593,3.9138110072689507
22,1097,3.8721174004192873
22,1215,3.040770101925255
22,1263,3.61241610738255
22,1580,3.256320224719101
22,1693,3.180154142581889
22,1769,3.0
22,1917,2.9916279069767433
22,2011,3.0029940119760488
22,2288,3.4978759558198806
22,2301,3.125
22,2340,3.1050892267019177
22,2402,3.2210394489668124
22,2459,3.679521276595745
22,2605,2.9176300578034686
22,2616,3.2042682926829262
22,2617,3.420787083753785
22,2672,3.3125
22,2712,3.391389432485323
22,2881,3.4807555238774053
22,2953,2.7431192660550465
22,3033,3.0765724703737476
22,3082,2.9
22,3285,2.774509803921569
22,3438,3.1527027027027024
22,3527,3.5678685047720027
22,3697,2.7463813719320322
22,3826,3.130573248407644
22,3868,3.245329000812348
22,3977,3.024979524979524
22,3999,2.6929434202161477
22,4015,2.852668213457076
22,4027,3.618787276341948
22,4239,3.4136607828089027
22,4370,2.6281032770605766
22,5266,2.911725955204216
22,5400,2.9879060124395296
22,6754,2.8713998660415267
22,31184,3.383522727272727
23,1,3.875
23,6,3.34375
23,11,3.375
23,32,4.09375
23,34,4.0
23,62,3.46875
23,104,3.3131313131313136
23,185,3.34375
23,300,3.84375
23,306,3.625
23,307,3.78125
23,431,3.28125
23,471,3.6875
23,535,3.21875
23,586,3.3797262059973923
23,588,3.253459119496855
23,589,3.718886804252658
23,597,3.71875
23,670,4.625
23,909,3.5
23,910,3.5
23,920,3.65625
23,924,3.75
23,965,3.78125
23,1078,3.90625
23,1080,3.59375
23,1185,3.46875
23,1199,3.875
23,1227,3.53125
23,1231,3.875
23,1232,4.0
23,1233,3.5625
23,1240,3.90625
23,1246,3.34375
23,1254,3.96875
23,1256,3.9375
23,1262,3.3125
23,1263,3.53125
23,1265,3.90625
23,1281,3.90625
23,1291,3.96875
23,1348,3.96875
23,1380,3.46875
23,1391,3.65625
23,1464,3.6875
23,1527,3.4375
23,1556,3.46875
23,1873,3.84375
23,1900,4.03125
23,1949,3.53125
23,2132,3.8125
23,2174,3.59375
23,2178,3.21875
23,2324,3.5
23,2360,3.34375
23,2394,3.53125
23,2424,3.71875
23,2467,3.53125
23,2502,3.375
23,2539,3.21875
23,2542,3.84375
23,2571,3.90625
23,2599,3.90625
23,2600,3.3125
23,2617,3.5638297872340425
23,2716,3.6875
23,2729,3.59375
23,2746,3.59375
23,2762,4.0625
23,2952,3.53125
23,2959,4.0625
23,2987,3.875
23,3019,3.8125
23,3267,3.9375
23,3415,4.1875
23,3448,3.4375
23,3510,3.4375
23,3671,3.8125
23,3730,4.0625
23,3741,3.65625
23,3989,4.15625
23,4008,3.75
23,4011,3.5625
23,4148,3.375
23,4267,3.71875
23,4310,3.625
23,4458,3.6875
23,4848,3.875
23,4878,3.625
23,4886,3.75
23,4976,3.625
23,4978,3.375
23,5073,4.0
23,5222,3.46875
23,5299,3.6875
23,5304,4.34375
23,5377,4.0625
23,5388,3.4375
23,5502,4.03125
23,5881,3.375
23,5949,3.69051724137931
23,5954,3.3125
23,6008,4.09375
23,6197,4.0625
23,6214,4.03125
23,6323,3.125
23,6404,3.69051724137931
23,6537,3.96875
23,6552,3.59375
23,6599,3.69051724137931
23,6620,3.78125
23,6641,3.96875
23,6796,3.8125
23,6944,3.25
23,6954,3.6875
23,6975,3.71875
23,7038,3.6875
23,7147,4.0
23,7161,3.46875
23,7323,3.71875
23,7371,3.65625
23,7569,3.71875
23,7759,3.69051724137931
23,8507,3.71875
23,8656,4.3125
23,8910,3.8125
23,8966,3.75
23,25753,3.69051724137931
23,25805,4.25
23,26729,3.6875
23,27317,3.84375
23,30793,3.34375
23,31101,3.69051724137931
23,32587,3.375
23,32892,3.69051724137931
23,33794,3.9375
23,36517,3.8125
23,36529,3.8125
23,37733,3.9375
23,39869,3.34375
23,41863,3.71875
23,42004,3.65625
23,42734,3.5
23,45447,3.03125
23,45722,3.625
23,48385,3.90625
24,36,5.0
24,81,3.545454545454546
24,610,2.783333333333335
24,1034,5.0
24,1161,4.3965517241379315
25,78,3.052631578947367
25,842,1.5517241379310298
25,1354,1.52972972972973
25,1358,3.168831168831169
25,1409,2.475609756097563
25,1483,3.5059523809523805
26,1,3.3443025540275046
26,47,3.505489864864866
26,50,3.6030230708035003
26,153,3.3954248366013067
26,165,3.5061892130857655
26,260,3.6490825688073403
26,316,3.873462214411249
26,344,2.8279494382022476
26,367,2.813988095238095
26,377,3.373855544252289
26,380,3.550099206349206
26,457,3.677522935779816
26,500,3.7329842931937183
26,589,3.4823477493380404
26,608,3.3896499238965
26,648,3.620024125452352
26,733,3.647688838782412
26,780,3.70948827292111
26,858,3.562754686226569
26,1089,3.5954169797145004
26,1196,3.685807656395891
26,1198,3.287865367581931
26,1580,3.322802197802198
26,1653,3.403587443946189
26,2329,2.9313207547169817
26,2355,3.712121212121212
26,2858,3.4725321888412
26,3114,3.430555555555556
26,5608,3.71875
26,5952,3.1706161137440763
26,7323,3.625
26,7361,3.377454831107619
26,38038,3.9978015075376887
26,53129,3.5625
26,55280,3.8125
27,1213,4.149674620390456
27,1610,4.104986876640419
27,1704,4.196491228070176
27,2356,4.606648199445984
27,2502,4.233933161953726
28,345,4.534591194968553
28,899,4.293000000000001
28,908,4.243401759530792
28,909,4.372654155495979
28,933,4.534183082271147
28,1206,4.193181818181817
28,1252,4.193518518518518
28,1674,4.396662387676509
28,2300,4.294964028776978
28,2406,4.4963503649635035
29,2571,1.2857142857142858
29,6365,0.0
29,6502,0.9234875444839856
29,6934,0.0
29,58559,0.45882352941176463
30,34,3.6875
30,45,3.375
30,70,3.625
30,1114,3.9375
30,1517,3.375
30,1882,3.4375
30,2023,3.125
30,2268,3.0625
30,2617,3.6875
30,2782,4.25
30,2912,3.25
30,3038,4.0625
30,3082,3.375
30,3107,3.625
30,3421,3.4375
30,3812,3.4375
30,3897,3.4375
30,4012,3.625
30,4014,3.625
30,4018,3.625
30,4022,3.1875
30,4025,3.1875
30,4088,3.797029702970297
30,4122,3.797029702970297
30,4146,3.797029702970297
30,4226,3.5
30,4306,3.375
30,4322,3.25
30,4333,3.375
30,4352,3.75
30,4354,3.797029702970297
30,4396,3.6875
30,4409,3.8125
30,4410,3.75
30,4482,3.75
30,4487,3.375
30,4489,3.5
30,4491,3.797029702970297
30,4496,3.4375
30,4498,3.797029702970297
30,4499,3.5
30,4503,3.625
30,4526,3.6875
30,4528,3.797029702970297
30,4564,3.3125
30,4570,3.75
30,4573,3.797029702970297
30,4700,3.625
30,4728,3.75
30,4733,4.0625
30,4751,3.797029702970297
30,4776,3.5
30,4787,3.6875
30,4803,3.5
30,4830,3.797029702970297
30,4832,3.4375
30,4835,3.6875
30,4881,3.5625
30,4886,3.875
30,4889,3.375
30,4890,3.4375
30,4896,3.5625
30,4898,4.0625
30,4929,3.6875
30,4932,4.1875
30,4941,3.8125
30,4951,3.5
30,4954,3.4375
30,4960,3.797029702970297
30,4963,3.625
30,4971,4.1875
30,4978,3.5625
30,4979,3.625
30,4993,3.5625
30,4995,3.125
30,5015,3.0
30,5027,3.5625
30,5043,3.797029702970297
30,5049,3.5625
30,5061,3.625
30,5064,3.6875
30,5111,4.3125
30,5120,3.3125
30,5122,3.797029702970297
30,5125,3.797029702970297
30,5127,4.0
30,5152,3.875
30,5161,3.797029702970297
30,5172,4.125
30,5187,3.797029702970297
30,5193,3.5625
30,5198,3.797029702970297
30,5208,3.797029702970297
30,5214,3.875
30,5237,4.0
30,5247,4.125
30,5250,3.875
30,5269,3.75
30,5276,3.797029702970297
30,5277,3.797029702970297
30,5293,3.8125
30,5297,4.125
30,5299,3.5
30,5303,3.4375
30,5307,3.797029702970297
30,5308,3.5
30,5309,3.5
30,5334,3.6875
30,5335,3.797029702970297
30,5344,4.125
30,5359,3.4375
30,5364,4.125
30,5366,3.797029702970297
30,5382,3.75
30,5388,3.5
30,5391,3.75
30,5400,3.75
30,5445,3.1875
30,5452,3.8125
30,5464,3.625
30,5471,3.797029702970297
30,5502,3.5625
30,5506,4.25
30,5534,3.797029702970297
30,5544,3.6875
30,5548,3.4375
30,5561,3.797029702970297
30,5564,3.375
30,5581,4.0
30,5620,3.5
30,5630,3.6875
30,5655,4.25
30,5670,4.3125
30,5679,3.625
30,5680,4.25
30,5689,3.797029702970297
30,5694,3.5
30,5696,3.797029702970297
30,5699,3.797029702970297
30,5703,3.797029702970297
30,5705,3.875
30,5707,3.3125
30,5712,3.875
30,5723,3.797029702970297
30,5729,3.797029702970297
30,5732,4.125
30,5742,3.797029702970297
30,5745,3.797029702970297
30,5773,3.797029702970297
30,5812,3.4375
30,5843,3.797029702970297
30,5846,3.797029702970297
30,5847,3.4375
30,5854,3.797029702970297
30,5857,3.797029702970297
30,5859,3.797029702970297
30,5869,3.797029702970297
30,5900,3.5625
30,5902,3.5625
30,5923,4.0
30,5926,3.797029702970297
30,5927,3.8125
30,5933,3.797029702970297
30,5938,3.625
30,5940,3.375
30,5945,3.5
30,5956,3.6875
30,5959,3.625
30,5960,3.797029702970297
30,5961,4.125
30,5962,3.8125
30,5968,3.8125
30,5989,3.5625
30,5991,3.125
30,6001,3.8125
30,6027,3.4375
30,6084,3.797029702970297
30,6096,3.797029702970297
30,6101,3.875
30,6103,3.797029702970297
30,6115,3.4375
30,6127,3.4375
30,6180,4.0625
30,6186,3.797029702970297
30,6212,3.4375
30,6233,3.4375
30,6234,3.797029702970297
30,6237,4.125
30,6238,3.4375
30,6240,4.25
30,6263,3.9375
30,6281,3.5
30,6308,3.3125
30,6318,3.4375
30,6345,3.625
30,6413,3.4375
30,6419,4.125
30,6422,3.5625
30,6436,3.3125
30,6440,3.375
30,6452,3.6875
30,6473,4.25
30,6565,3.8125
31,3897,4.165868263473054
31,4886,4.018814139110604
31,4979,4.238609112709831
31,5418,4.230486008836524
31,6539,4.298668885191348
31,6711,4.086560364464693
31,8961,4.151079136690647
31,33154,3.928571428571429
31,44191,4.1240266963292544
31,50872,3.950471698113207
31,54503,3.9770773638968464
31,55280,4.124608641202254
31,59315,3.872914622178606
31,72998,3.864468864468865
32,31,3.4985714285714287
32,44,3.292847503373819
32,158,3.389896373056995
32,168,3.4569536423841063
32,333,3.9373942470389167
32,350,3.452153110047847
32,377,4.295373665480427
32,428,3.4732510288065845
32,442,3.3245856353591154
